FileID,Emitter,Addressee,Context,Emitter pre-vocalization action,Addressee pre-vocalization action,Emitter post-vocalization action,Addressee post-vocalization action,Start sample,End sample
83360,-201,-205,4,2,2,3,3,1,394064
83364,-228,-233,11,2,1,4,4,1,607056
83365,201,218,11,2,3,3,3,1,508752
83366,201,218,11,2,2,3,3,1,328528
83368,-201,-205,11,2,2,3,3,1,738128
83372,-226,-233,4,2,2,3,3,1,1844048
83376,-205,-218,11,2,2,3,3,1,410448
83377,-205,-218,11,2,2,3,3,1,639824
83379,-205,-201,4,2,2,3,3,1,820048
83380,-205,-201,4,2,2,3,3,1,934736
83381,-205,-201,4,2,2,3,3,1,377680
83382,-205,-201,4,2,2,3,3,1,590672
83383,-205,-201,4,2,2,3,3,1,344912
83384,-205,-201,4,2,2,3,3,1,451408
83385,-205,-201,4,2,2,3,3,1,377680
83386,-205,-201,4,2,2,3,3,1,377680
83387,-205,-201,4,2,2,3,3,1,475984
83388,-205,-201,4,2,2,3,3,1,410448
83389,-205,-201,4,2,2,3,3,1,607056
83390,-205,-201,4,2,2,3,3,1,410448
83391,-205,-201,4,2,2,3,3,1,1778512
83392,-205,-201,4,2,2,3,3,1,803664
83393,-205,-201,4,2,2,3,3,1,992080
83394,-205,-201,4,2,2,3,3,1,820048
83395,-205,-201,4,2,2,3,3,1,435024
83396,-205,-201,4,2,2,3,3,1,811856
83399,205,218,11,2,3,3,3,1,336720
83400,-201,-218,11,2,3,3,4,1,631632
83401,-205,-203,4,2,2,3,3,1,918352
83402,-205,-203,4,2,2,3,3,1,328528
83403,-205,-203,4,2,2,3,3,1,377680
83404,-205,-203,4,2,2,3,3,1,328528
83405,-205,-203,4,2,2,3,3,1,582480
83406,-205,-203,4,2,2,3,3,1,328528
83407,-205,-203,4,2,2,3,3,1,328528
83408,-205,-203,4,2,2,3,3,1,328528
83409,-205,-203,4,2,2,3,3,1,484176
83410,-205,-203,4,2,2,3,3,1,607056
83411,-205,-203,4,2,2,3,3,1,328528
83412,-205,-203,4,2,2,3,3,1,402256
83413,-205,-203,4,2,2,3,3,1,353104
83414,-205,-203,4,2,2,3,3,1,926544
83415,-205,-203,4,2,2,3,3,1,598864
83416,-205,-203,4,2,2,3,3,1,328528
83417,-228,-233,11,2,2,3,3,1,2171728
83420,-120,-111,11,2,2,3,3,1,566096
83421,-213,-233,11,2,2,3,3,1,516944
83423,-205,-218,11,2,2,3,3,1,910160
83425,-213,-228,11,2,2,3,3,1,720244
83425,-213,-228,4,2,2,3,3,720245,1958736
83429,205,203,11,2,2,3,3,1,344912
83432,205,218,11,2,2,3,3,1,402256
83433,-204,-218,11,2,2,3,3,1,385872
83434,205,218,11,2,2,3,4,1,582480
83435,-204,-218,11,2,3,3,4,1,426832
83436,205,218,11,2,2,3,3,1,459600
83440,-226,-228,11,2,2,3,3,1,402256
83442,205,203,12,2,2,3,3,1,336720
83443,-120,-111,11,2,2,3,3,1,328528
83444,205,204,12,2,2,3,3,1,236671
83444,-205,-204,4,2,2,3,3,236672,1057616
83445,-205,-204,4,2,2,3,3,1,574288
83446,-205,-204,4,2,2,3,3,1,377680
83447,-205,-203,12,2,2,3,3,1,525136
83450,0,0,6,0,0,0,0,1,336720
83451,-203,-204,4,2,2,3,3,1,353104
83452,-203,-204,4,2,2,3,3,1,557904
83453,-203,-204,4,2,2,3,3,1,328528
83454,-203,-204,4,2,2,3,3,1,533328
83455,-203,-204,4,2,2,3,3,1,320336
83456,-120,-111,12,2,2,3,3,1,361296
83457,-213,-111,11,2,3,3,3,1,418640
83459,-111,-120,10,2,2,3,3,1,320336
83460,-111,-213,10,2,2,2,3,1,426832
83463,-120,-226,12,2,2,2,3,1,475984
83464,-120,-111,11,2,2,2,4,1,328528
83465,-120,-213,10,2,2,4,3,1,402256
83466,111,213,11,2,2,2,3,1,328528
83467,-111,-213,11,1,2,3,3,1,328528
83468,-111,-213,11,2,2,2,3,1,1213264
83470,-120,-111,12,2,2,3,3,1,344912
83471,-120,-111,12,2,2,3,3,1,443216
83473,0,0,6,0,0,0,0,1,328528
83474,-228,-233,11,2,2,3,3,1,549128
83474,0,0,6,0,0,0,0,549129,967504
83476,0,0,6,0,0,0,0,1,353104
83477,204,218,11,2,2,3,3,1,369488
83478,225,218,12,2,2,3,3,1,320336
83481,0,0,6,0,0,0,0,1,459600
83483,0,203,12,2,2,3,3,1,82521
83483,231,205,6,2,2,3,3,82522,377680
83484,228,233,12,2,2,3,3,1,1000272
83487,-120,-111,12,2,2,3,3,1,525136
83488,-120,-111,12,2,2,3,3,1,607056
83489,225,218,12,2,2,3,3,1,639824
83490,201,203,11,2,2,3,3,1,484176
83491,111,221,11,2,2,2,3,1,402256
83493,111,228,11,2,2,3,3,1,328528
83495,-204,-225,4,2,2,3,3,1,467792
83496,-204,-225,11,2,2,3,3,1,1106768
83497,-204,-218,11,2,2,3,3,1,328528
83498,-204,-218,11,2,2,3,3,1,344912
83499,-218,-204,11,2,2,3,3,1,320336
83501,-226,-233,12,2,2,3,3,1,1590096
83504,-226,-233,10,2,2,3,3,1,844624
83506,-120,-111,12,2,2,3,3,1,320336
83507,-120,-111,12,2,2,3,3,1,328528
83509,-120,-111,12,2,2,3,3,1,361296
83510,-228,-233,11,2,2,3,3,1,1082192
83513,-228,-233,11,2,2,3,3,1,861008
83516,-203,-205,11,2,2,3,3,1,582480
83517,-203,-205,4,2,2,3,3,1,385872
83518,-203,-205,4,2,2,3,3,1,369488
83519,-203,-225,11,2,2,3,3,1,729936
83520,-204,-218,11,2,2,3,3,1,369488
83521,-205,-218,11,2,2,3,3,1,344912
83522,204,205,11,2,3,3,3,1,328528
83523,-205,-218,11,2,2,3,3,1,328528
83524,205,218,11,2,2,3,3,1,320336
83525,-213,-228,12,2,2,3,3,1,713552
83527,0,0,6,0,0,0,0,1,533328
83529,-205,-218,11,2,2,3,3,1,279362
83529,0,0,6,0,0,0,0,279363,795472
83531,-120,-111,12,2,2,3,3,1,484176
83532,208,205,11,2,2,3,3,150699,494215
83532,208,205,11,2,2,3,3,536199,1336144
83533,-225,-201,11,2,2,3,3,1,475984
83534,211,0,6,2,2,3,3,1,361296
83540,-213,-120,10,2,2,3,3,1,508752
83542,-213,-120,10,2,2,3,2,1,369488
83543,-213,-228,11,2,2,3,3,1,525328
83543,-213,-228,4,2,2,3,3,525329,2605904
83548,-228,-233,11,2,2,3,1,1,1180496
83550,-213,-233,11,2,1,3,3,1,541520
83552,-213,-233,11,2,2,3,3,1,369488
83556,120,228,11,2,2,2,3,1,713552
83561,-228,-233,11,2,2,3,3,1,762704
83563,-204,-218,11,2,2,3,3,1,467792
83564,0,0,6,0,0,0,0,1,344912
83565,0,0,6,0,0,0,0,1,344912
83568,0,0,6,0,0,0,0,1,336720
83570,-228,-233,11,2,2,3,3,1,738128
83572,204,218,11,2,2,3,3,1,394064
83573,-111,-233,11,2,2,2,3,1,623440
83575,-204,-203,4,2,2,3,3,1,1016656
83576,-204,-203,4,2,2,3,3,1,361296
83582,213,228,11,2,2,3,3,1,53244
83582,-213,-228,4,2,2,3,3,53245,357521
83582,213,228,10,2,2,3,3,357522,1106768
83584,231,0,6,2,2,3,3,1,508752
83585,231,0,6,2,2,3,3,1,439159
83586,221,0,6,0,0,0,0,1,336720
83589,226,233,11,2,2,4,3,1,811856
83591,226,233,11,2,3,4,3,1,344912
83592,226,213,10,2,2,3,3,1,120639
83592,-226,-213,4,2,2,3,3,120640,672592
83594,-226,-213,4,2,2,3,3,1,344912
83597,-226,-233,11,2,2,3,3,1,787280
83601,111,213,11,2,2,2,3,1,664400
83604,0,0,6,0,0,0,0,1,361296
83606,0,0,6,0,0,0,0,1,328528
83607,0,0,6,0,0,0,0,1,598864
83608,0,0,6,0,0,0,0,1,344912
83609,-228,-233,11,2,1,3,3,1,754512
83612,-111,-233,11,2,1,2,3,1,697168
83613,120,213,11,2,2,3,3,1,492368
83615,0,0,6,0,0,0,0,1,353104
83616,216,233,6,2,1,2,4,1,672592
83617,0,0,6,0,0,0,0,1,320336
83618,0,0,6,0,0,0,0,1,344912
83619,0,0,6,0,0,0,0,1,353104
83620,-226,-233,11,2,3,4,3,1,959312
83623,228,233,11,3,2,4,3,1,975696
83625,226,233,11,2,2,3,3,1,451408
83626,226,233,11,2,2,2,3,1,361296
83629,-226,-233,11,1,2,3,3,1,257789
83629,226,233,11,2,2,3,3,257790,1090384
83631,-120,-111,11,2,2,2,3,1,443216
83634,-226,-233,11,2,1,3,3,1,500158
83634,226,233,11,2,2,3,3,500159,1114960
83636,226,233,11,2,2,3,3,1,336720
83638,226,233,11,2,2,3,3,1,377680
83640,-120,-233,11,2,1,2,3,1,869200
83647,226,233,0,2,1,3,3,1,852816
83649,226,233,11,2,2,3,3,1,336720
83651,-226,-233,11,1,2,3,3,1,861008
83653,-205,-218,11,2,3,3,2,1,697168
83655,-226,-233,11,2,3,3,3,1,1098576
83658,-226,-233,11,2,2,4,3,1,369488
83659,-226,-214,11,0,0,3,3,1,385872
83661,120,213,11,2,2,3,3,1,336720
83662,120,213,11,2,2,2,3,1,336720
83663,-120,-228,11,2,1,3,3,1,557904
83665,120,228,11,2,3,2,4,1,631632
83666,111,226,11,2,2,3,3,1,336720
83668,-111,-226,11,2,2,3,3,1,328528
83669,-111,-226,11,2,2,2,3,1,328528
83670,228,233,11,2,1,2,3,1,598864
83673,226,233,11,2,3,3,4,1,582480
83674,226,233,11,2,3,4,4,1,451408
83676,0,0,6,0,0,0,0,1,484176
83679,228,233,11,3,2,4,3,1,443216
83680,228,233,11,3,2,4,3,1,344912
83682,-216,-111,11,2,2,3,3,1,328528
83683,-120,-226,11,2,2,3,3,1,369488
83685,-228,-233,11,2,2,3,3,1,226592
83685,228,233,10,2,2,3,3,226593,1229648
83688,-226,-233,11,2,2,3,3,1,582480
83690,226,233,11,2,2,3,3,1,500560
83691,226,233,11,2,2,3,3,1,566096
83692,226,233,11,2,2,3,3,1,394064
83693,226,233,11,2,2,3,3,1,590672
83694,-111,-233,11,3,2,2,3,1,385872
83695,-111,-213,11,1,2,2,3,1,926544
83697,214,228,6,2,3,2,3,1,672592
83698,213,233,11,1,2,3,3,1,369488
83699,226,233,11,1,2,3,3,1,1434448
83702,205,203,11,2,2,3,3,1,328528
83705,-111,-120,11,2,3,2,3,1,328528
83706,120,228,11,2,2,3,3,1,328528
83707,120,233,11,2,2,3,3,1,328528
83708,120,228,11,2,2,3,3,1,328528
83709,120,228,11,2,2,2,3,1,533328
83710,205,218,11,2,3,3,3,1,1188688
83711,-205,-203,11,2,3,3,3,1,697168
83712,-205,-203,4,2,2,3,3,1,648016
83713,-205,-203,4,2,2,3,3,1,615248
83714,-205,-203,11,2,2,4,3,1,1049424
83715,213,233,10,2,2,3,3,1,549712
83717,0,0,6,0,0,0,0,1,721744
83719,-226,-120,11,2,2,3,2,1,492368
83720,216,228,6,2,1,2,3,97329,557904
83721,226,233,11,2,1,3,3,1,844624
83725,-120,-233,11,2,1,2,0,1,1295184
83726,-201,-203,11,3,2,3,3,1,566096
83727,-226,-120,11,2,3,3,2,1,336720
83731,226,233,11,2,1,3,3,1,1499984
83733,226,233,11,2,2,4,3,1,615248
83736,111,228,11,2,3,2,3,1,328528
83737,120,228,11,2,3,2,4,1,926544
83740,226,233,11,2,2,3,3,1,926544
83741,-120,-226,11,2,2,3,3,1,500560
83747,-226,-228,11,2,1,3,3,1,369488
83749,226,233,11,2,2,3,3,1,385872
83751,-120,-228,11,2,1,3,3,1,328528
83752,-120,-228,11,2,2,2,3,1,729936
83753,-111,-228,11,2,1,3,4,1,377680
83754,111,228,11,2,3,3,4,1,336720
83755,-213,-233,11,1,2,3,3,1,394064
83756,-226,-233,11,2,2,4,3,1,803664
83758,-228,-233,11,1,2,2,3,1,754512
83760,111,226,11,2,3,3,3,1,779088
83762,-213,-233,11,2,1,3,4,1,590672
83764,-213,-233,11,1,2,3,3,1,230365
83764,213,233,11,2,2,3,3,230366,820048
83766,213,233,11,2,3,4,4,1,801280
83766,226,233,11,2,3,3,3,801281,1557328
83769,-226,-233,11,2,2,3,3,1,967504
83770,208,0,6,2,2,3,3,1,353104
83771,111,213,11,2,2,3,3,1,336720
83773,111,213,11,2,1,2,3,1,836432
83774,111,213,11,1,2,2,3,1,320336
83776,-233,-213,11,2,2,3,3,1,1745744
83779,111,120,11,2,3,3,3,1,328528
83781,213,0,11,2,2,3,0,1477873,2114384
83783,-228,-233,11,3,2,4,3,1,1106768
83784,111,228,11,2,1,3,4,1,508752
83785,-228,-233,11,1,2,4,3,1,1155920
83788,226,228,11,2,3,3,3,1,369488
83789,226,233,11,2,2,3,4,1,738128
83791,0,0,6,0,0,0,0,1,320336
83792,0,0,6,0,0,0,0,1,328528
83793,0,0,6,0,0,0,0,1,320336
83795,213,226,11,2,2,3,3,1,328528
83798,-120,-216,11,2,3,3,3,1,328528
83799,0,0,6,0,0,0,0,1,336720
83800,-226,-233,11,2,2,3,3,1,402256
83801,213,228,11,2,2,3,3,1,533328
83802,226,233,11,2,2,3,3,1,918352
83806,226,233,11,2,2,3,3,1,959312
83807,228,226,11,2,2,3,3,1,377680
83808,226,233,11,2,2,3,3,1,271651
83808,-226,-233,4,2,2,3,3,271652,951120
83811,111,213,11,2,1,3,3,1,893776
83812,-226,-233,11,1,2,3,3,1,377680
83813,111,213,11,2,2,3,3,1,394064
83814,-120,-228,11,2,3,3,3,1,336720
83817,-226,-233,11,1,2,3,3,1,983888
83822,0,0,6,0,0,0,0,1,320336
83825,216,233,6,2,3,2,4,1,344912
83826,226,233,11,2,1,4,3,1,590672
83827,-111,-228,11,2,2,3,2,1,582480
83828,120,233,11,2,1,2,3,1,1008464
83830,111,233,11,2,1,3,3,1,1254224
83831,111,233,11,2,2,2,3,1,353104
83833,-213,-233,10,2,3,3,2,1,467792
83835,-228,-233,11,2,2,3,3,1,1000272
83838,120,228,11,2,2,3,3,1,320336
83839,120,111,11,2,3,3,3,1,336720
83840,111,120,11,2,2,3,3,1,328528
83841,-120,-111,11,2,2,3,3,1,590672
83842,-213,-233,11,2,1,3,3,1,721744
83847,228,233,11,2,3,3,3,1,227403
83847,-228,-233,4,2,2,3,3,227404,942284
83847,228,233,11,2,2,3,3,942285,2155344
83850,226,233,11,2,2,4,4,1,1737552
83854,228,213,11,2,2,3,2,1,484176
83855,111,213,11,2,1,2,3,1,648016
83858,111,233,11,2,3,2,3,1,320336
83859,213,233,11,2,3,3,3,1,533328
83861,228,233,11,2,3,4,4,1,648016
83862,-204,-203,11,2,2,3,3,1,223782
83862,-204,-203,4,2,2,3,3,223783,959312
83864,111,213,11,2,3,2,4,1,377680
83869,-228,-213,11,2,2,4,3,1,688976
83871,0,0,6,0,0,0,0,1,582480
83872,-228,-233,11,2,2,3,3,1,893776
83875,-228,-233,11,2,1,2,3,1,738128
83878,228,233,11,2,1,4,3,1,459600
83881,-111,-233,11,2,1,2,3,1,1008464
83885,-120,-213,11,2,1,2,3,1,1704784
83889,-226,-233,11,2,2,3,4,1,1155920
83892,-226,-228,4,2,2,3,3,1,574288
83894,226,228,4,2,2,3,3,1,328528
83896,213,233,11,2,2,3,3,1,451408
83899,226,233,11,2,2,3,3,1,336720
83901,226,233,11,2,1,3,4,1,910160
83927,228,233,11,2,1,3,2,1,484176
83930,-213,-111,11,2,2,3,2,1,574288
83933,0,0,6,0,0,0,0,1,361296
83934,213,233,11,2,1,3,3,1,901968
83943,216,228,6,3,2,2,3,1,336720
83944,0,0,6,0,0,0,0,1,336720
83949,0,0,6,0,0,0,0,1,541520
83951,205,0,1,2,2,3,3,1,435024
83952,205,0,1,2,2,3,3,1,467792
83953,205,0,1,2,2,3,3,1,443216
83954,205,0,1,2,2,3,3,1,688976
83960,205,0,1,2,2,3,3,1,541520
83962,228,233,11,1,3,3,3,1,1909584
83964,226,233,11,2,2,3,3,1,475984
83966,0,0,6,0,0,0,0,1,353104
83967,0,0,6,0,0,0,0,1,336720
83968,228,213,11,3,3,2,4,1,377680
83981,213,233,11,2,3,3,3,1,467792
83982,-228,-233,10,2,2,3,3,1,746320
83985,-228,-233,10,2,2,3,3,1,1033040
83986,226,233,11,2,2,3,3,1,1024848
83987,226,233,11,2,2,3,3,1,344912
83989,226,233,11,2,3,3,4,1,385872
83991,-225,-203,4,2,2,3,3,1,1385296
83994,-120,-213,11,2,2,2,3,1,566096
83995,-228,-233,11,2,2,3,3,1,664400
83997,-111,-228,3,2,1,2,3,1,1123152
84000,-204,-203,4,2,3,3,3,1,1049424
84001,-204,-203,4,2,2,3,4,1,410448
84009,-205,-218,11,2,1,3,4,1,582480
84014,0,0,6,0,0,0,0,1,369488
84017,111,228,11,2,2,2,3,1,369488
84019,0,0,6,0,0,0,0,1,361296
84023,0,0,6,0,0,0,0,1,361296
84026,0,0,6,0,0,0,0,1,361296
84029,0,0,6,0,0,0,0,1,402256
84030,0,0,6,0,0,0,0,1,328528
84031,0,0,6,0,0,0,0,480325,770896
84035,0,0,6,0,0,0,0,1,336720
84038,-228,-233,11,3,2,4,3,1,582480
84063,0,0,6,0,0,0,0,1,353104
84109,0,0,6,0,0,0,0,1,353104
84118,228,233,10,3,3,4,3,1,648016
84128,204,218,11,2,3,3,3,1,320336
84130,-228,-213,4,2,3,4,3,1,1442640
84144,-205,-201,4,2,2,3,3,1,705360
84145,-205,-201,4,2,2,3,3,1,656208
84147,-205,-201,4,2,2,3,3,1,1049424
84149,-205,-201,4,2,2,3,3,1,344912
84152,226,228,11,2,3,3,4,1,328528
84159,204,0,0,0,0,0,0,1,328528
84160,-201,-205,4,2,2,3,3,1,648016
84161,-201,-205,4,2,2,3,3,1,617648
84161,-201,-205,0,2,2,3,3,617649,918352
84163,203,218,11,2,3,4,4,1,336720
84165,201,218,11,2,3,3,3,1,467792
84167,0,0,6,0,0,0,0,1,353104
84169,208,0,6,2,0,2,0,1,942928
84170,-213,-228,11,2,1,3,3,1,549712
84172,0,0,6,0,0,0,0,1,353104
84176,226,233,11,2,3,3,4,1,410448
84181,-204,-203,4,2,3,3,4,1,508752
84185,205,218,11,2,2,3,3,1,459600
84186,-204,-203,4,2,3,4,3,1,787280
84189,-203,-218,4,2,2,3,3,1,508752
84190,-204,-218,4,2,2,3,3,1,533328
84201,-201,-203,11,2,2,3,3,1,1065808
84204,201,218,11,2,2,3,3,1,336720
84206,-203,-205,10,2,2,3,3,117847,623440
84207,-203,-205,10,2,2,3,3,1,697168
84208,-203,-205,4,2,2,3,3,1,369488
84216,203,218,11,2,3,3,4,1,729936
84220,-204,-203,11,2,2,3,3,1,844624
84221,-204,-203,11,2,2,4,3,1,451408
84232,203,218,4,2,2,3,4,1,582480
84234,204,218,11,2,2,3,3,1,344912
84235,-228,-233,4,2,2,3,3,1,833825
84235,228,233,11,2,2,4,3,833826,2474832
84237,225,218,11,2,2,3,4,1,402256
84238,-201,-205,11,2,2,3,4,1,484176
84243,201,218,11,2,3,3,4,1,615248
84247,-203,-218,12,2,2,3,3,1,488621
84247,203,218,12,2,2,3,3,488622,1213264
84250,201,205,12,2,2,3,3,716867,992080
84259,201,218,11,2,2,3,3,1,377680
84260,-201,-205,4,2,2,3,3,1,713552
84267,-201,-203,4,3,2,3,3,1,836432
84268,-201,-203,4,2,2,3,3,1,336720
84269,-201,-203,4,2,2,3,3,1,369488
84271,-201,-203,4,2,2,3,3,1,336720
84275,-201,-203,4,2,2,3,3,1,795472
84276,-201,-203,4,2,2,3,3,1,328528
84279,-201,-203,4,2,2,3,3,1,361296
84280,-201,-203,4,2,2,4,3,1,918352
84282,228,233,10,2,3,3,3,1,869200
84292,205,203,12,2,2,3,3,1,410448
84294,-205,-203,12,2,2,3,3,1,353104
84296,-205,-201,4,2,2,3,3,1,918352
84299,-201,-205,4,2,2,3,3,1,418640
84303,-201,-205,4,2,2,3,3,1,443216
84304,-201,-205,4,2,2,3,3,1,328528
84305,-201,-205,4,2,2,3,3,1,443216
84306,-201,-205,4,2,2,3,3,1,443216
84307,-201,-205,4,2,2,3,3,175213,516944
84308,-201,-205,4,2,2,3,3,892108,2073424
84318,-225,-203,4,2,2,3,3,629988,1118788
84318,-203,-204,4,2,2,3,3,1118789,1663824
84342,204,218,12,2,2,3,3,1,435024
84343,226,233,12,2,2,3,3,1,435024
84346,-225,-204,4,2,2,3,3,1,459600
84347,-225,-204,4,2,2,3,3,1,656208
84348,-225,-204,4,2,2,3,3,1,541520
84349,225,204,11,2,2,3,3,1,369488
84350,215,217,6,0,0,0,0,1,320336
84351,-205,-204,4,2,2,3,3,1,574288
84352,225,218,11,2,2,3,3,1,385872
84355,-204,-203,12,2,2,3,3,1,607056
84357,204,218,12,2,2,3,3,1,451408
84360,-213,-120,11,3,2,3,2,1,394064
84365,204,203,12,2,2,3,3,1,328528
84370,-225,-203,4,2,2,3,3,489199,1336144
84371,-225,-203,11,2,2,3,3,176485,754512
84377,0,0,6,0,0,0,0,1,467792
84380,-213,-228,12,2,2,3,3,1,451408
84387,-225,-205,12,2,2,3,3,1,451408
84388,-225,-205,12,2,2,3,3,1,410448
84391,-228,-233,4,2,2,3,3,1,1180496
84395,226,233,12,2,2,3,3,1,910160
84397,228,233,12,2,2,3,3,1,746320
84410,226,233,11,2,2,3,4,1,475984
84416,228,233,11,2,2,3,3,1,369488
84417,228,233,11,2,2,3,3,1,787280
84427,-213,-111,11,1,2,3,2,1,353104
84429,0,0,6,0,0,0,0,1,344912
84430,-111,-213,11,3,2,2,3,1,557904
84433,213,226,11,2,2,3,3,1,344912
84434,-226,-233,10,2,2,3,3,1,590672
84443,-111,-233,11,2,3,2,4,1,336720
84448,-226,-213,3,2,2,3,3,1,402256
84449,-226,-213,3,2,2,3,3,1,287268
84449,0,0,6,0,0,0,0,287269,450636
84449,-226,-213,3,2,2,3,3,450637,646888
84449,0,0,6,0,0,0,0,646889,740790
84449,-226,-213,3,2,2,3,3,740791,1557328
84450,0,-213,11,3,2,2,3,1,328528
84451,0,-213,11,3,2,2,3,1,410448
84457,-213,-226,11,2,2,2,3,1,190416
84457,0,0,6,0,0,0,0,190417,795472
84463,0,0,6,0,0,0,0,1,320336
84467,-213,-233,11,2,3,2,3,1,1573712
84472,0,0,6,0,0,0,0,1,721744
84476,0,0,6,0,0,0,0,1,361296
84479,0,0,6,0,0,0,0,1,500560
84480,0,0,6,3,0,4,0,199765,893776
84494,228,233,11,2,2,3,3,506611,1098576
84497,228,233,11,2,2,3,3,1760629,1991504
84502,228,233,11,2,2,3,3,1,320336
84503,-228,-233,11,2,2,3,3,1,320336
84512,-226,-233,10,2,3,3,3,1,1336144
84517,0,0,6,0,0,0,0,1,344912
84518,-111,-233,11,2,1,2,3,1,836432
84519,-120,-233,11,2,1,2,3,1,2220880
84522,0,0,6,0,0,0,0,1,426832
84523,-228,-120,11,3,2,3,2,1,942928
84528,213,233,11,2,3,3,2,1,344912
84533,213,111,11,2,3,3,2,1,451408
84537,0,0,6,0,0,0,0,1,885584
84538,-228,-233,11,2,2,3,3,1,385872
84539,-120,-228,11,2,3,2,4,1,533328
84549,111,233,11,2,1,3,3,1,533328
84551,-120,-233,11,2,2,2,3,1,492368
84554,213,233,11,2,1,3,3,1,328528
84562,228,233,11,2,1,3,3,1,385872
84563,-228,-233,4,2,2,4,4,117528,1360720
84565,0,0,6,0,0,0,0,1,590672
84567,228,233,11,2,1,4,3,1,844624
84572,120,233,11,2,3,3,2,1,328528
84573,231,0,6,2,0,3,0,100159,394064
84574,-226,-233,10,2,2,3,3,1,877392
84575,-226,-233,11,3,2,4,3,1,418640
84577,-226,0,11,3,2,4,3,1,721744
84581,213,226,11,2,2,3,3,1,328528
84583,0,0,6,0,0,0,0,1,344912
84588,-213,-233,11,3,2,4,3,762022,852816
84590,-213,-233,11,3,2,4,3,1,320336
84591,213,233,11,2,2,3,3,1,426832
84599,0,0,6,0,0,0,0,1,566096
84603,-226,-233,10,2,3,3,3,1,336720
84607,0,0,6,0,0,0,0,1,787280
84608,0,0,6,0,0,0,0,1,336720
84609,0,0,6,0,0,0,0,1,344912
84612,0,0,6,0,0,0,0,1,336720
84616,-228,-233,11,2,3,4,3,1,557904
84623,201,205,11,2,2,3,3,1,467792
84632,228,233,11,1,2,3,3,1,942928
84635,-228,-120,11,3,2,2,2,1,451408
84636,205,203,10,2,2,3,3,131775,361296
84639,0,0,6,0,0,0,0,1,336720
84640,0,0,1,0,0,0,0,1,369488
84643,-228,-233,11,1,2,3,3,1,1126212
84643,228,233,11,2,2,2,3,1126213,1614672
84646,111,233,11,2,1,2,3,1,615248
84647,-228,-233,11,1,2,2,3,1,680784
84648,228,233,11,2,2,2,3,1,738128
84650,226,233,11,2,2,3,3,1,394064
84656,226,216,11,2,2,3,3,1,467792
84658,226,216,11,2,2,3,3,1,574288
84663,-226,-233,11,2,1,3,3,1,1393488
84675,-216,-111,11,2,3,2,3,1,344912
84676,-226,-233,11,2,1,4,3,1,877392
84683,-226,-233,11,2,1,3,3,1,516944
84690,-120,-233,11,2,1,4,3,1,746320
84691,228,233,11,2,2,2,3,1,967504
84693,-226,-233,11,2,2,3,3,1,549712
84697,-226,-233,11,2,2,4,4,1,1319760
84698,-228,-233,11,2,1,4,2,1,574288
84702,-203,-218,4,3,2,3,3,1,680784
84707,228,233,11,2,1,3,2,1,607056
84710,-216,-233,11,2,1,2,2,1,1114960
84713,-216,-233,11,2,1,2,2,1,1172304
84718,226,233,11,2,2,3,2,1,500560
84729,0,0,6,0,0,0,0,235195,525136
84733,0,0,6,0,0,0,0,1,328528
84754,-111,-214,11,3,2,3,2,1,549712
84755,-226,-233,10,3,2,3,3,1,811856
84760,-226,-233,11,2,2,3,3,1,557904
84762,-226,-233,11,2,2,3,3,1,336720
84763,-226,-233,11,2,2,3,3,1,1098576
84764,-226,-233,11,2,2,3,3,1,525136
84766,-226,-233,4,2,2,3,3,1,1074000
84768,-226,-233,4,2,2,3,3,1,109518
84768,-226,-233,11,2,2,3,3,109519,820048
84772,226,0,11,2,3,3,0,1,418640
84773,-213,0,11,0,2,3,4,1,451408
84774,-226,-233,4,2,2,3,3,1,901968
84780,0,0,6,0,0,0,0,1,328528
84784,226,233,11,2,2,3,3,1,779088
84791,-226,-233,11,3,2,4,3,1,435024
84794,120,226,11,2,3,3,4,1,336720
84796,120,226,11,2,2,3,3,1,1172304
84797,120,226,11,2,2,3,3,1,361296
84800,228,233,11,1,2,4,4,1,959312
84805,-203,-204,4,3,2,3,3,530382,643469
84805,-203,-204,4,2,2,3,3,643470,934736
84817,-226,-120,11,2,2,3,2,1,1246032
84818,-226,-228,3,2,2,3,3,1,574288
84840,111,233,11,2,1,2,3,1,557904
84841,228,233,11,2,3,3,3,1,451408
84888,-226,-233,11,2,2,3,3,1,475984
84893,213,228,11,2,3,3,3,1,328528
84896,-111,-233,11,2,1,2,2,1,1385296
84899,-111,-228,11,2,3,2,3,1,385872
84900,0,0,6,0,0,0,0,1,336720
84901,0,0,6,0,0,0,0,1,410448
84913,226,233,11,2,2,3,2,186041,992080
84916,-228,-233,11,1,2,4,3,1,1246032
84928,0,0,6,0,0,0,0,1,353104
84929,0,0,6,0,0,0,0,1,328528
84931,0,0,6,0,0,0,0,1,1082192
84932,226,233,11,2,1,3,4,1,1270608
84937,-228,-233,11,1,2,4,3,1,484176
84939,-205,-225,11,1,2,4,4,1,885584
84942,228,233,11,1,2,2,3,1,754512
84943,-111,-228,11,2,2,2,3,124851,410448
84946,-120,-228,3,2,2,2,3,1,467792
84949,-204,-218,11,3,2,4,3,1,320336
84957,-213,-228,4,2,3,3,3,1,656208
84958,-213,-228,4,2,2,3,3,1,410448
84959,-213,-228,4,2,2,3,3,1,615248
84961,226,233,11,2,3,3,3,1,336720
84962,226,233,11,2,2,3,3,1,508752
