,File name,Addressee,Start sample,End sample,features
88738,130604090225791542.WAV,-221,1,328528,"[-515.1499, -29.173676, -29.697527, 12.976748, 19.181349, -2.4897084, 9.0960245, 5.419703, 0.79705954, 4.8913527, 2.6912403, -1.235321, 2.6378162, 5.0944757, 2.5124264, -0.12444791, 0.572953, 2.4434085, 3.462964, 0.70663375, -0.07856154, 3.5678065, 1.7901615, -1.5251673, -0.2748179, 1.6300081, 0.90801024, 1.9939802, 1.1312845, -1.0123699, -0.92224276, 0.17160226, -0.73633474, -0.15894644, 0.86226773, 0.65077406, -0.5348455, -1.051515, -1.2488829, 1.0067755, 1.3678334, -0.3193533, -0.581879, -0.29968438, -0.8531342, -0.4592154, -0.7612801, -0.82882565, -0.55612147, -1.1576977, -1.4144994, -0.36010557, -0.2968034, -1.2278914, -0.99959034, 0.11874655, -0.23440343, -0.5075255, 0.24901398, 0.5839456, 0.123889565, -0.14804552, 0.1584519, 0.5747707]"
88739,130604090609458853.WAV,-231,1,141763,"[-497.82706, -21.483208, -17.817533, 7.2719355, 7.8843126, -10.185072, 8.52109, 8.858209, -3.3027437, 1.7370203, 10.196154, 4.749794, -0.4042132, -2.128656, -0.43546888, 3.9712532, 2.2207944, -3.6639762, -2.5040598, 2.6128626, 4.5519605, 5.036657, 1.0596266, -4.010451, -1.923619, 3.567126, 0.9832174, -2.2662036, -2.0288513, -0.6058241, 1.7221453, 3.5352097, 0.46394694, -1.442721, -1.2375488, -0.15119068, 0.6891457, -0.34834626, -2.7100272, -0.8728105, 1.279376, 0.9550431, 0.007573441, 0.24059731, -0.6854004, -1.1206355, 0.16489416, 0.31859535, -0.5780897, -0.868022, -1.0909239, -0.57455856, -0.09065083, 0.17710304, -0.97226524, -0.66350615, 1.0143583, 1.0029972, 0.77415377, -0.22947395, -1.5516298, -0.9062416, 0.65042555, 0.13563895]"
88740,130604090609458853.WAV,231,141764,370302,"[-505.8425, -20.03702, -11.432882, 6.1227136, 7.1043077, -11.127721, 8.576614, 9.985396, -3.374133, 1.1584663, 9.713612, 4.7761407, -0.7168987, -3.4224138, -1.1282766, 3.5981297, 1.0290083, -4.1406145, -2.409919, 1.8021417, 3.4686012, 5.3701167, 2.4915342, -3.6206987, -2.5677187, 3.029079, 1.1057533, -1.6507837, -2.1262207, -1.5115476, 2.0151381, 4.151855, 0.2595538, -1.4324124, -0.58030945, 0.09837621, 0.42836088, -0.6394597, -1.9739063, -0.04755104, 1.5804845, 0.609936, -0.42111394, 0.574352, -0.49891996, -1.2066333, 0.06519307, 0.48058856, -0.3457817, -1.2912794, -1.2098848, -0.39907786, -0.31895438, -0.24256802, -1.1600784, -0.7188204, 0.70677024, 1.1125761, 0.8948573, -0.14011669, -1.272122, -1.034155, 0.63197905, 0.47333774]"
88741,130604090609458853.WAV,-231,370303,918352,"[-504.03455, -20.287622, -14.382965, 5.700935, 8.869072, -10.597387, 7.832228, 8.957595, -3.0896223, 1.3761575, 8.905396, 3.9726462, -0.55688137, -2.9374182, -1.4594734, 3.3176203, 1.4230698, -3.738154, -2.541377, 2.6217313, 4.066384, 4.9275255, 2.2553835, -3.3617244, -2.5892909, 2.4904783, 0.9465636, -1.7414501, -2.2242298, -1.0801375, 2.1291766, 4.0787377, 0.61203605, -1.5694036, -1.2506367, 0.13353306, 0.9963459, -0.5389743, -2.1884835, -0.27694505, 1.4150313, 1.0368807, -0.2211061, 0.43274862, -0.42712888, -0.88486695, 0.1399993, 0.04044791, -0.8400136, -1.4323443, -1.2584925, -0.49807742, -0.51463735, -0.1360872, -0.9042075, -0.6828236, 0.8080813, 1.2439806, 0.80521667, -0.16557686, -1.2832155, -1.0270473, 0.52063227, 0.25612178]"
88742,130604091336019543.WAV,-221,1,369488,"[-528.07587, -24.776186, -14.962468, 8.15587, 14.098843, -0.52470887, 12.052087, 8.489901, -0.8404885, 1.4453382, 4.4557405, 1.406436, 3.1065562, 3.805589, 1.9945089, 1.8739334, 1.341095, 1.4973209, 3.0330844, 1.4708128, 0.35546803, 3.002345, 1.3261077, -1.5742612, 0.5044609, 2.79041, 0.2152654, 1.2789378, 2.3176517, -0.20904444, -1.3943598, -0.2578702, -0.45857716, -0.010206651, 0.97758454, 0.8144905, -1.0788424, -1.4365642, -0.74482214, 1.0269501, 1.1572628, -0.28322393, -0.9373181, -0.66429025, -0.6988433, -0.32146105, -0.616982, -0.9295137, -0.99216956, -1.0249364, -1.3198715, -0.86455876, -0.04710435, -0.586743, -1.3049862, -0.43625724, -0.04361164, -0.27946532, -0.14496008, 0.20942537, 0.08623113, -0.102019206, 0.10135746, 0.23652002]"
88743,130604091417944854.WAV,-231,1,525136,"[-506.64963, -21.10778, -11.267682, 6.5965934, 7.195753, -11.013198, 7.8985143, 9.0814085, -3.6148872, 1.0095137, 9.660785, 4.360833, -0.5597588, -3.2395842, -1.6734908, 2.9068081, 1.169644, -3.3972216, -2.2723453, 2.4373577, 4.1440287, 5.153553, 2.0334327, -3.5771453, -2.6518562, 2.9303277, 1.1201633, -1.8301965, -2.370371, -1.2168449, 2.1939871, 3.8983352, 0.22004929, -1.566707, -0.83557177, 0.37053934, 0.9305057, -0.48532912, -2.3279314, -0.34767914, 1.5828652, 1.1290699, -0.2971238, 0.19851615, -0.36616185, -0.9435724, 0.13496436, 0.23031798, -0.7610388, -1.4223233, -1.3504227, -0.48934627, -0.42906842, -0.08407321, -1.067101, -0.79951924, 0.7176296, 1.222455, 1.0592165, -0.15468402, -1.3168765, -1.0050699, 0.59464353, 0.5516637]"
88744,130604091421652855.WAV,-231,1,459600,"[-485.19568, -25.942924, -26.73974, 13.670171, 9.624819, -10.154868, 9.098719, 9.157031, -4.2560287, 1.2753247, 9.68519, 4.8109493, -0.46106482, -3.4559057, -0.6988057, 3.722621, 2.1021135, -3.7967243, -2.6208105, 2.3020818, 4.4769397, 5.686605, 1.7844431, -3.772433, -2.507048, 3.5079465, 1.2196996, -2.3699512, -2.3541863, -0.20008501, 1.6989083, 3.37924, 1.0361061, -1.7557936, -1.5329753, 0.7739482, 0.8881328, -0.9377592, -1.9494836, -0.025238173, 1.3436855, 0.95450413, -0.016811188, 0.010439951, -0.5518965, -0.44137236, -0.218223, -0.529284, -0.38445592, -0.6543575, -1.4741616, -0.9576347, -0.57630974, 0.31575263, -0.74366283, -1.0961272, 0.74093366, 1.0771657, 0.7849107, 0.034913298, -1.2992501, -1.151632, 0.4399709, 0.4061061]"
88745,130604091645928857.WAV,220,1,525136,"[-491.87842, -23.923094, -24.555662, 10.469123, 10.809241, -11.481994, 7.7615333, 8.277854, -4.7659774, 0.8473931, 8.340547, 3.9874141, 0.71560305, -3.4867845, -2.5642867, 2.708489, 1.782731, -3.3764358, -2.4260118, 2.1056175, 3.6270332, 4.2209945, 1.4922355, -2.413652, -1.9485503, 1.9477656, 0.49511027, -1.064268, -2.313529, -2.0241919, 2.1643176, 4.1846824, 1.0016986, -1.7329899, -2.0390198, 0.25864568, 1.3533738, -0.62605035, -2.3184018, 0.10640182, 1.707729, 0.58526075, -0.46896785, 0.52546096, -0.4252827, -0.8422479, 0.24198206, 0.042777672, -0.4251939, -1.1132172, -1.2548081, -0.23879993, -0.47966325, 0.018922007, -0.80037063, -0.76784337, 0.70746225, 1.2187585, 0.7667223, -0.2997358, -1.0753113, -0.7588065, 0.48893303, 0.076210454]"
88746,130604091735641858.WAV,-220,1,361296,"[-503.99893, -20.894327, -12.764791, 7.7762046, 8.87777, -9.262847, 9.014015, 8.820825, -3.9576583, 1.4102892, 10.5755, 5.8846674, -0.24246787, -3.5205686, -0.982566, 3.1126595, 0.946879, -3.3869424, -1.7213145, 2.5685806, 3.8972998, 5.690166, 2.4738762, -3.2429037, -1.8530561, 3.138761, 1.1294644, -1.3332269, -2.3919103, -1.8636489, 2.4729948, 4.94074, 0.43037626, -2.2550242, -1.3718877, 0.097946495, 0.77877384, -0.6584185, -2.2769864, -0.04726248, 1.3477377, 0.59002686, -0.22291137, 0.62312734, -0.62452024, -1.2211777, 0.2481699, 0.23424065, -0.7188398, -1.2715037, -1.394387, -0.6871221, -0.60171926, -0.21734849, -0.9920597, -0.67705643, 0.63091296, 0.9831553, 0.9247371, -0.16611561, -1.373627, -0.991337, 0.58757603, 0.29051998]"
88747,130604091902594859.WAV,-220,1,598864,"[-457.37918, -33.652195, -46.784977, 21.420963, 14.506349, -7.1520677, 6.33782, 7.7962723, -2.5638454, 3.5074098, 8.046164, 4.731679, 1.5204071, -1.6212004, 0.27968708, 1.5825573, 1.4510214, -0.6559705, 0.5584859, 0.23687048, 1.9622054, 5.658225, 3.5885136, -1.3293786, -2.2831392, 1.3232771, 0.9035953, -0.0891317, -2.0319214, -1.2381886, 1.6215549, 3.9305656, 0.7452798, -2.4517448, -1.3498653, 1.553463, 0.83066624, -1.1196936, -2.2567225, 0.40960574, 1.9142983, -0.104118004, -0.54100484, 0.5147956, -0.75591385, -1.1929, 0.35083675, -0.34022498, -0.7815905, -1.7167939, -1.1482557, 0.31804857, -1.2112982, -0.47100505, -0.62297297, -0.86409485, 0.5648302, 0.5280994, 0.20405033, 0.055723462, -0.9508233, -0.9485304, 0.17722778, 0.062273767]"
88748,130604093348925860.WAV,231,1,361296,"[-504.59366, -19.819859, -10.433327, 8.084781, 8.581351, -9.511396, 8.360504, 9.082913, -2.644682, 2.3462658, 9.572576, 4.4158015, 1.3385515, -1.2194403, -1.5941104, 3.018848, 2.144624, -2.864581, -1.7659162, 2.5901823, 4.5335836, 5.9115977, 2.3192122, -3.357545, -1.5532348, 3.6828723, 1.0172074, -1.8589293, -1.830389, -1.1561133, 1.681677, 4.078219, 0.8274118, -1.4949837, -1.5626808, -0.02657541, 1.5114404, -0.16728553, -2.6308556, -0.44987437, 1.9056113, 1.174369, -0.6142762, 0.0009541336, -0.7849531, -1.284899, 0.14011699, -0.025227403, -0.93789536, -1.3865317, -1.4046725, -0.6554888, -0.66790307, -0.40726176, -1.2237302, -0.9643835, 0.4987774, 1.0431011, 0.9357447, -0.24479891, -1.5046629, -0.9524761, 0.74028677, 0.21496476]"
88749,130604093350535861.WAV,-231,1,590672,"[-466.19302, -31.548073, -38.51981, 19.535736, 9.276173, -9.073181, 9.047725, 9.486409, -2.321601, 2.4338467, 7.111883, 3.5990949, 2.022064, -0.5124078, 0.6059651, 3.2218966, 2.4698565, -3.694338, -2.2995088, 2.5367928, 4.7458615, 6.0093307, 2.2942412, -2.6863084, -2.1481519, 2.6264026, 0.591989, -1.1931139, -1.476516, -1.0179583, 1.1645207, 3.6474428, 1.0488195, -1.6682842, -1.8272295, 0.73630285, 1.2041092, -0.4533742, -2.3889565, -0.20915106, 1.9996033, 0.36524543, -0.8439429, 0.15179586, -0.5980337, -0.9784439, 0.0131908, -0.5107614, -0.45737064, -1.0469968, -1.3108339, -0.17307056, -0.8263282, -0.0861587, -0.9689969, -1.217307, 0.67615587, 0.69882506, 0.6154173, -0.09395984, -1.4515483, -0.77405334, 0.47863474, -0.031098418]"
88750,130604093353656862.WAV,231,1,443216,"[-498.6782, -19.97945, -16.553051, 8.268034, 9.846682, -10.4687805, 9.309498, 10.953428, -1.3784018, 2.283826, 9.099858, 4.5416923, 0.6637901, -2.23567, -0.1712841, 4.6354527, 1.6588321, -3.724194, -1.8025457, 3.1327934, 5.011749, 5.792477, 2.18135, -2.8195572, -1.9312356, 2.4868941, 1.0561321, -1.2164675, -1.7424707, -0.9535832, 1.8921107, 4.142878, 0.7141615, -1.6579102, -1.2320573, 0.4582253, 1.0636933, -0.8993449, -2.5223486, -0.31212232, 1.4035735, 0.75400466, -0.62632924, -0.042158313, -0.53717434, -0.8128196, -0.0023678083, -0.29961985, -0.716348, -1.2900659, -1.5285187, -0.8289656, -0.789173, 0.04952588, -0.9622586, -1.1490688, 0.5399331, 1.1411707, 0.7044561, -0.23009758, -1.243208, -1.0939676, 0.53675616, 0.4537369]"
88751,130604093355279863.WAV,231,1,353104,"[-502.32193, -20.323612, -14.036738, 8.178939, 10.072459, -10.469653, 8.727266, 10.893493, -2.0332494, 2.2108088, 9.536861, 5.021299, 1.1702029, -1.6956068, -0.8821382, 3.3281987, 1.772136, -3.1089642, -1.1466064, 3.5601032, 4.568656, 5.4438353, 2.3777106, -2.692523, -1.7812921, 2.941481, 1.2404112, -1.468906, -2.035442, -1.0484366, 1.896185, 4.018553, 0.9489258, -1.5500448, -1.4916575, 0.072974674, 1.2243326, -0.643843, -2.6480942, -0.44827652, 1.5615045, 0.8968449, -0.58655274, 0.07390328, -0.6402655, -0.93327284, -0.09609345, -0.18670438, -0.8799391, -1.3412019, -1.6485162, -0.88708454, -0.64920086, -0.3404141, -1.0717909, -0.7596777, 0.59088707, 0.91440785, 0.89335215, -0.026555678, -1.3571204, -0.98694324, 0.735571, 0.32541576]"
88752,130604093356584864.WAV,-231,1,402256,"[-502.15686, -21.44578, -13.065554, 9.00769, 8.450228, -9.928252, 8.4309635, 9.325566, -2.9169755, 1.7383577, 10.162219, 5.0801826, 0.0014080795, -2.3761246, -0.92357904, 2.7881453, 1.1808426, -3.084916, -1.2640628, 3.1396415, 4.365389, 5.6430545, 2.2737722, -3.3223433, -2.2683227, 3.0835216, 1.3016373, -1.7863615, -2.1307971, -0.97643715, 1.7800753, 3.8904448, 0.880229, -1.3347392, -1.1861625, 0.03952997, 1.0297388, -0.32219917, -2.6225603, -0.912415, 1.3975302, 1.1696587, -0.24961096, 0.016971452, -0.86442834, -0.96861285, 0.24907665, 0.075311266, -0.7823753, -1.1706865, -1.3790805, -0.63727295, -0.5000326, -0.3532592, -1.02654, -0.6603099, 0.5187647, 0.9337995, 1.0020071, 0.04596619, -1.3052495, -1.0567812, 0.5606199, 0.30507445]"
88753,130604111028974865.WAV,208,1,377680,"[-517.22986, -26.500832, -4.9064093, 9.611204, 8.996614, -6.888569, 6.895537, 7.191799, -2.840209, 0.9742319, 6.881001, 0.9300665, -1.6528019, -0.41471434, 1.1608613, 2.073884, 0.29615375, -1.5001383, -0.2825994, 1.0083623, 1.3401861, 2.5937426, -0.3744482, -3.1517649, -0.38174942, 3.1675208, 0.6468756, -0.5598974, -0.29334155, -0.88538575, -0.030889269, 1.4379056, -0.30895838, -0.50274664, -0.18285473, 0.3700635, 0.7734089, -0.86113435, -1.5852506, 0.99998206, 1.2768964, -0.40989524, -0.39122155, 1.298174, -0.20900972, -1.0633509, -0.018415773, -0.5714574, -0.9672109, -0.097810514, 0.074196205, -0.53435624, -1.0530353, -0.14050283, -0.22852159, -0.22825733, 0.044533525, 0.12797038, 0.17165059, 0.06353653, -0.15919371, -0.09471978, 0.37112907, -0.21142231]"
88754,130604115404632866.WAV,208,1,426832,"[-509.85986, -25.510328, -9.318587, 11.066112, 9.571043, -7.7670956, 8.137874, 9.827949, -0.006085293, 2.2023437, 6.49504, 0.20077464, -1.0017023, 1.7465864, 2.4411113, 2.0636673, 0.29614887, -0.98061585, 0.18451616, 1.321321, 1.7968153, 3.3925624, 0.76447296, -2.5160744, 0.018976802, 3.5760484, 0.7501527, -0.74443847, -0.72573936, -0.95167744, 0.1744618, 1.7626685, 0.12934235, -0.28776556, -0.3181827, -0.06930597, 0.65318644, -0.5619663, -1.8075467, 0.80918, 1.6108006, -0.32878157, -0.98980683, 0.7995139, -0.084043816, -1.1390094, -0.330758, -0.6468997, -1.0695742, -0.3299408, -0.22101921, -0.74254173, -1.4143702, -0.21515375, -0.5205414, -0.6733521, 0.14811584, 0.15943381, 0.20161529, 0.13142055, -0.16484648, -0.12760635, 0.32180417, -0.080719836]"
88755,130604115801866868.WAV,-208,1,320336,"[-527.26904, -23.418964, 4.3977156, 7.685957, 7.2002344, -7.500245, 8.2727585, 8.702534, -2.0300083, 1.0574607, 6.8988976, 1.4464396, -1.0308076, 0.12296444, 1.0016372, 1.3356811, -0.035843164, -0.6756713, 0.49728534, 1.5541272, 2.011165, 2.97361, -0.055924658, -3.0309298, -0.16349351, 3.336982, 0.37296942, -0.9058878, -0.0709629, -0.55106586, -0.10182636, 1.010955, -0.16376318, 0.09145101, 0.12290682, -0.22214754, 0.05664769, -0.6947285, -1.3221807, 0.9254666, 1.3535603, -0.19552232, -0.76118493, 1.02248, -0.062071115, -1.108444, -0.075359896, -0.47281805, -1.2279651, -0.39825618, -0.10216298, -0.8016779, -1.2117738, -0.17564131, -0.32797664, -0.29131365, 0.23896438, 0.3240554, 0.39156815, 0.096272916, -0.13706537, -0.07079197, 0.41633815, -0.16604297]"
88756,130604115808345869.WAV,-208,1,320336,"[-526.8976, -23.762815, 4.2293415, 7.44586, 6.5371575, -7.3151097, 8.393542, 8.652543, -2.6298246, 0.3236968, 6.5082183, 0.7996206, -1.6764784, 0.39057413, 1.6245401, 1.6448855, -0.44390577, -1.1471695, 0.17912297, 1.4306135, 2.082117, 3.1507766, -0.25952587, -3.6582491, -0.66607004, 3.0803103, 0.37504667, -0.9218709, -0.10613285, -0.4998324, -0.18459357, 1.217346, -0.1791912, -0.11141351, 0.060149483, -0.10238571, 0.159044, -0.49145767, -1.3466465, 0.7595827, 1.3762312, -0.24115239, -0.59758145, 1.091891, -0.123860024, -1.0276979, -0.056472242, -0.61194986, -1.3062619, -0.39152187, 0.0075931, -0.6707962, -1.1009914, -0.04089408, -0.43020836, -0.26710793, 0.2787576, 0.3806422, 0.47316724, -0.011122771, -0.2968803, -0.13603054, 0.43592396, -0.03296308]"
88757,130604121538844544.WAV,-221,1,320336,"[-521.23315, -28.681921, -25.54577, 9.964662, 15.195874, -4.0210404, 9.420925, 5.0642443, -1.8280364, 3.267127, 3.0927389, -2.4676936, 1.5720372, 4.724298, 1.8632344, -0.28922087, 0.018368827, 1.4640169, 1.7950363, -0.062802315, 0.72448564, 2.678233, -0.61875933, -1.8223506, 0.40489557, 1.182616, 0.40075898, 1.432605, 0.9874277, -0.93186146, -1.4714596, -0.3756957, -0.49248177, -0.09441905, 1.0734901, 0.9791051, -1.0273492, -1.4745872, -0.7039885, 1.3614143, 1.2644123, -0.27558637, -0.5880467, -0.14135349, -0.3115772, -0.35427567, -0.41337472, -0.33739138, -0.6001907, -0.6037042, -1.07069, -0.6182437, 0.41747734, -0.18292834, -1.0688452, -0.3944239, 0.23786527, 0.3774829, 0.08687728, 0.07090886, 0.28205827, 0.41009822, 0.35039172, -0.055493217]"
88758,130604121854996546.WAV,-221,1,361296,"[-523.98456, -28.732937, -20.23016, 10.295018, 11.886105, -2.9515517, 12.4265175, 7.41797, -1.9368609, 1.4426209, 2.631994, -0.32215852, 2.5414898, 2.8169518, 1.1058553, 2.0320575, 1.2487917, 0.45830193, 1.4742005, 0.62434936, 0.83118504, 2.4483428, 0.062437493, -1.9865334, 0.52886593, 1.9427812, -0.2721418, 1.0053155, 1.2721051, -0.76274633, -1.5207013, -0.2071373, -0.30963662, -0.08593246, 0.4325882, 0.7613932, -0.6072551, -1.1281152, -0.38757956, 1.2405326, 1.1883028, -0.22653008, -0.8908816, -0.33545405, 0.0021328074, -0.1379385, -0.7812932, -0.80784804, -0.52165043, -0.53511256, -1.2221168, -0.6555571, 0.31469145, -0.5156334, -1.1313459, -0.09143373, 0.16477516, -0.057015955, 0.032856032, 0.44881204, 0.5094175, 0.30085668, 0.09779135, 0.056420702]"
88759,130604121859288547.WAV,-221,1,320336,"[-542.1173, -25.208525, -3.5995798, 3.7732935, 6.1235332, -1.9747403, 11.967639, 7.820183, -2.4462228, -1.1358532, 2.906967, 1.6151644, 2.4763606, 1.8123246, 0.5641524, 1.3674034, 0.50780666, 0.69796664, 2.1066887, 0.84271514, 0.27470827, 2.750743, 0.69930667, -1.6899457, 0.46472457, 1.3162197, -1.0416428, 1.5481726, 2.8434937, -0.7819061, -2.4252055, -0.17231016, 0.16839293, 0.11642928, 0.62927294, 0.716839, -1.1972271, -1.3424466, -0.23257834, 1.1101314, 1.104161, 0.04343147, -0.5695371, -0.28928155, -0.12082961, -0.003093756, -0.6608603, -1.2073067, -0.6701286, -0.080044076, -1.3532997, -1.210147, 0.30092785, -0.04950945, -0.91534853, -0.26466054, 0.07511937, -0.15897262, 0.024884848, 0.620378, 0.41464925, -0.09788075, 0.08911607, 0.035631143]"
88760,130604122035203549.WAV,-221,1,320336,"[-532.4357, -23.791365, -12.968026, 5.5776696, 13.455915, -1.1912014, 11.078619, 8.321889, -0.042461943, 2.000057, 4.2654114, 0.97378063, 1.947758, 3.4835532, 2.9658866, 2.0490444, 0.56400764, 1.472556, 2.5791771, 0.72884333, 0.8565861, 2.837931, 0.7023358, -1.3347808, 0.24164006, 1.8271126, 0.18174572, 1.812834, 2.3909926, -0.31464857, -1.6884646, -0.2603263, -0.52241826, -0.07366898, 0.99254143, 1.1283998, -0.9641123, -1.5184184, -0.40520617, 1.1324401, 0.7219866, -0.21877144, -0.72593915, -0.4907918, -0.4206056, -0.41072744, -0.7226242, -0.96113914, -0.8924075, -0.8839033, -1.597879, -0.88133246, 0.21181405, -0.66014165, -1.469481, -0.3779927, 0.23826994, -0.19646837, -0.029307064, 0.31084225, 0.14240506, 0.15079337, 0.25697193, -0.13695312]"
88761,130604122357221551.WAV,-207,1,435024,"[-533.5572, -26.481438, -12.756965, 6.9762897, 9.782503, -3.8876846, 11.253541, 8.06216, -1.0894163, 0.0401262, 1.8093029, -0.2356598, 2.4038506, 2.9866166, 0.94673485, 1.3417752, 0.42125443, -0.15414633, 1.8773884, 0.30482453, -0.75987494, 2.8636007, 1.1485155, -1.3976098, 0.69279647, 1.0487865, -1.1638515, 1.3225433, 2.55701, -0.3513814, -2.090052, -0.981629, -0.68990207, 0.53618836, 1.1678071, 0.45007047, -1.0943933, -1.1137055, -0.7181429, 0.8775014, 1.331446, 0.36099178, -0.6040238, -0.55643684, -0.25194827, 0.20373859, -0.3629212, -1.0708926, -0.7239021, -0.13615575, -0.8351426, -0.8366064, -0.034264144, -0.20966855, -0.7197666, -0.15682782, 0.020665132, -0.2211418, 0.2156271, 0.5713956, 0.28058925, 0.11498072, 0.15312004, 0.069582954]"
88762,130604122620350552.WAV,-221,1,320336,"[-532.7214, -27.024355, -14.5102215, 4.3201895, 10.520184, -2.5981855, 7.6488905, 5.9465485, -1.1862737, -0.61749, 1.3534623, -0.6731028, 1.2234429, 2.3090997, 1.3152062, 0.14938536, -0.9345643, 0.4354982, 2.065718, 0.20484422, -1.2922769, 1.5584313, 1.2221088, -1.656534, -0.6147612, 0.40820205, -1.127572, 2.0226295, 2.0113156, -1.5448108, -1.9994109, -0.56386346, 0.024791434, 0.42012239, 0.4656202, 1.1311371, -1.1466844, -1.4318266, -0.1310623, 1.0351636, 1.048051, -0.029270612, -0.18048547, -0.20975283, -0.42748013, 0.0015004862, -0.21508643, -0.33947867, -0.5968069, -0.041540872, -0.782306, -0.7100419, 0.64729464, -0.42222202, -0.76616323, 0.34313676, 0.050362203, -0.17752574, 0.11683638, 0.76151997, 0.41142562, -0.28276932, 0.109040596, 0.5053776]"
88763,130604122944540871.WAV,231,1,328528,"[-523.32135, -24.186077, 1.2206104, 7.7399178, 5.9874034, -8.182589, 7.847011, 7.6499014, -2.9656768, -0.28522667, 5.8091974, 0.48671097, -2.2640898, -0.42279765, 0.9983773, 1.2435218, -0.26092762, -1.0108429, -0.060206357, 1.2188635, 1.8372064, 2.4508064, -0.13217384, -2.7616184, -0.54467386, 2.8724115, -0.09021312, -1.4186026, -0.17405641, -0.50345844, -0.19514082, 1.2777867, -0.23751983, -0.46753976, -0.17158848, 0.14974809, 0.5372864, -0.58334595, -1.136264, 1.0747163, 1.3425862, -0.12456153, -0.5536237, 1.1211497, 0.04689354, -0.8129992, 0.054223265, -0.5835997, -1.088459, -0.3810572, -0.07211179, -0.500901, -1.1193324, 0.024763646, -0.1435989, -0.3526364, 0.2225019, 0.42110425, 0.59130615, 0.1269113, -0.10173786, 0.027292453, 0.4596004, -0.22369304]"
88764,130604122947843872.WAV,231,1,587228,"[-527.1786, -23.93071, 4.0049286, 7.1808796, 5.713128, -8.687636, 7.868531, 8.182981, -2.7321606, -0.008132628, 5.849577, 0.8235804, -1.9417422, -0.63816184, 0.63972527, 1.2231575, -0.41113988, -1.0932298, -0.03489274, 1.0659869, 1.6938387, 2.4624145, -0.3902129, -3.0923362, -0.3460432, 2.9084897, -0.0044842316, -1.1965096, -0.3739575, -0.83988255, -0.30175763, 1.2219571, -0.25534725, -0.2597913, -0.20569389, -0.18640874, 0.5306612, -0.31563094, -1.1155648, 0.75537324, 1.0697166, -0.15763523, -0.3729542, 1.3710309, 0.053690735, -1.0068293, -0.042350583, -0.43763366, -1.0903529, -0.1574387, 0.10503182, -0.6085694, -1.1447223, -0.042085737, -0.1996818, -0.22728023, 0.26107574, 0.37367585, 0.55860597, 0.12058315, -0.07827416, 0.097314075, 0.53148437, -0.122910134]"
88765,130604122950586873.WAV,231,1,336720,"[-521.8707, -23.992876, 1.0072908, 8.136685, 5.691984, -8.478026, 7.4925303, 7.3701625, -2.509257, 0.45392874, 5.205847, 0.27833456, -1.6107231, -0.21148501, 0.8603475, 1.478497, -0.45135325, -1.924729, -0.51762456, 1.0082479, 1.5468929, 2.4055598, -0.12951086, -2.7203035, -0.38306934, 2.549588, -0.22015344, -0.93524206, -0.07446033, -0.7943639, -0.32050046, 1.117344, -0.4258567, -0.63774157, -0.30439505, 0.17473145, 0.7186784, -0.45424205, -1.2410955, 0.95121974, 1.302737, -0.11553716, -0.37846285, 1.0918548, -0.096489616, -0.87873054, 0.18827581, -0.46028328, -1.1820543, -0.020198718, 0.38145065, -0.46499166, -1.0977997, 0.022398084, -0.11970928, -0.1359794, 0.044276126, 0.30124736, 0.5787434, 0.07910037, -0.23505677, -0.063321196, 0.518731, -0.00994771]"
88766,130604123133619874.WAV,231,1,336720,"[-520.00665, -24.394403, 1.1374995, 10.356488, 7.3422437, -7.374408, 8.197803, 9.430323, -1.554413, 0.94046307, 7.1187534, 2.2244902, -0.37185895, 0.41597962, 1.4010769, 1.9436995, 0.5226325, -0.68327856, 0.17544621, 1.9476062, 2.4580326, 2.9623766, 0.5834381, -2.1966515, 0.35225004, 3.6547399, 0.33846313, -1.0286413, 0.21916328, -0.36452806, -0.3402578, 0.9535593, 0.059216652, 0.044602707, -0.35450876, -0.24267991, 0.43647817, -0.29457736, -1.4317687, 0.51025474, 1.1190395, -0.2730752, -0.6086284, 0.9822868, -0.3388432, -1.2059076, -0.11782807, -0.6183835, -1.2788086, -0.42592815, -0.18427223, -0.887927, -1.3083444, -0.26818982, -0.66116095, -0.4960994, 0.24238387, 0.2210621, 0.25952706, -0.12461222, -0.10485406, 0.18493377, 0.4027222, -0.32904184]"
88767,130604123135583875.WAV,-231,1,385872,"[-505.80835, -27.403706, -11.373847, 13.4294, 8.819154, -7.7231827, 7.5127172, 7.1871696, -1.810707, 0.5410036, 5.542795, 1.6621076, -0.694378, 0.4263772, 1.5611659, 1.4287474, 0.91764987, -0.5591745, -0.49547789, 1.6598493, 2.3861892, 3.0419052, 0.8224162, -2.0652504, -0.31734508, 2.8157527, 0.03417307, -0.59679353, 0.12490984, -0.69056773, -0.24172042, 1.1007391, -0.010728285, -0.32014033, -0.42812067, 0.26063257, 0.63599086, -0.5097677, -1.4452665, 0.6029638, 1.2727716, -0.17471132, -0.74786717, 0.86107945, -0.3451239, -1.116703, 0.08386737, -0.6426455, -1.0974927, -0.17943634, 0.026247075, -0.46065056, -1.4568743, -0.08038725, -0.31300417, -0.6516899, 0.14077266, 0.18601187, 0.31367922, 0.080138884, -0.3084286, -0.121179774, 0.5197882, -0.09965608]"
